WKT;fid;id;SIGLA;NOMBRE;SEDE;Longitude;Latitude;SHAPE;SVGURL
POLYGON ((-77.773870008818 -10.7264171243392,-77.7735327654728 -10.727329952552,-77.7723078092035 -10.726863772074,-77.7726498068322 -10.7259797500357,-77.773870008818 -10.7264171243392));11;549;UNAB;UNIVERSIDAD NACIONAL DE BARRANCA;SL01;-77.7730924712706;-10.7266494848791;549_SL01.svg;https://chanfainita.com/mapas/549_SL01.svg
POLYGON ((-77.0337779614154 -12.048516441964,-77.0335509859479 -12.0481773234848,-77.0337519722051 -12.0480604157223,-77.0338569479429 -12.0482228219173,-77.0338390136556 -12.0482373829532,-77.0339508057979 -12.048406399443,-77.0337779614154 -12.048516441964));12;561;UNM;UNIVERSIDAD NACIONAL DE MÚSICA;SL02;-77.0337542399045;-12.0482853967899;561_SL02.svg;https://chanfainita.com/mapas/561_SL02.svg
POLYGON ((-77.0313732831357 -12.0481743311781,-77.0310410322757 -12.0483821051249,-77.0309407440182 -12.0482429738034,-77.0309671006681 -12.0482236339986,-77.0309494483165 -12.048200729777,-77.0309850645527 -12.0481754949242,-77.0309546151293 -12.0481379762271,-77.0312284933077 -12.0479661482674,-77.0313732831357 -12.0481743311781));13;561;UNM;UNIVERSIDAD NACIONAL DE MÚSICA;SL01;-77.0311433721551;-12.0481739968844;561_SL01.svg;https://chanfainita.com/mapas/561_SL01.svg
POLYGON ((-77.0423955834421 -12.0728560216991,-77.042400699677 -12.0730846455967,-77.0421613567244 -12.0732018432747,-77.0419895483411 -12.0728545620421,-77.0423955834421 -12.0728560216991));14;561;UNM;UNIVERSIDAD NACIONAL DE MÚSICA;SL04;-77.0422208288814;-12.0729924468316;561_SL04.svg;https://chanfainita.com/mapas/561_SL04.svg
POLYGON ((-77.0341768970605 -12.0480186382188,-77.0344642629386 -12.0478411589151,-77.0343548933838 -12.0476943252381,-77.0340719881289 -12.0478651117849,-77.0341768970605 -12.0480186382188));15;561;UNM;UNIVERSIDAD NACIONAL DE MÚSICA;SL03;-77.0342667744367;-12.0478553579782;561_SL03.svg;https://chanfainita.com/mapas/561_SL03.svg
POLYGON ((-76.3676403066052 -13.0728148447613,-76.3682269792366 -13.0732247648713,-76.3680549466895 -13.073452174364,-76.3679327776543 -13.0734794681762,-76.367481163612 -13.0735318220688,-76.3673451286138 -13.0735092261112,-76.367280371206 -13.0734729293993,-76.3676403066052 -13.0728148447613));16;547;UNDC;UNIVERSIDAD NACIONAL DE CAÑETE;SL02;-76.3677391233068;-13.0732431936479;547_SL02.svg;https://chanfainita.com/mapas/547_SL02.svg
POLYGON ((-77.0876102598778 -12.0518483931968,-77.0883722699906 -12.0587017683928,-77.0881177655709 -12.0605897118684,-77.0881457451508 -12.0608533129647,-77.0878362055516 -12.061076894659,-77.0873628541402 -12.0613612742843,-77.0871822118589 -12.061481768781,-77.0864120672308 -12.0614024398804,-77.0851911509603 -12.061173303802,-77.0834255432442 -12.060948237713,-77.0819104712187 -12.0606957568675,-77.0806546468975 -12.0604243103767,-77.0792080894136 -12.0600862012915,-77.0794913593941 -12.0586969444515,-77.0797342187094 -12.0576739224889,-77.0799117145267 -12.0571449727428,-77.0800480141606 -12.0568801427937,-77.0802184375696 -12.0565554875043,-77.0805586169831 -12.0563388693748,-77.0808502780597 -12.056080587297,-77.0810105405626 -12.0559802555756,-77.0811585770081 -12.0559761634985,-77.0846725214508 -12.053727982253,-77.0848904757293 -12.0533122717783,-77.0852283356895 -12.0531304264193,-77.0853950165307 -12.0514703260087,-77.0876102598778 -12.0518483931968));17;510;UNMSM;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;SL01;-77.0845664739745;-12.0573280085588;510_SL01.svg;https://chanfainita.com/mapas/510_SL01.svg
POLYGON ((-77.0235609519893 -12.0551707508555,-77.0242315236896 -12.058114713849,-77.0218515675183 -12.0578298817586,-77.0221191318579 -12.0554578058187,-77.0235609519893 -12.0551707508555));18;510;UNMSM;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;SL02;-77.0229829489879;-12.0567469826219;510_SL02.svg;https://chanfainita.com/mapas/510_SL02.svg
POLYGON ((-77.0193668810689 -12.0579566789326,-77.0192976395855 -12.0585252479051,-77.0184537607401 -12.0584143469173,-77.0185360369614 -12.0578541937977,-77.0193668810689 -12.0579566789326));19;510;UNMSM;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;SL03;-77.0189142957683;-12.0581885036826;510_SL03.svg;https://chanfainita.com/mapas/510_SL03.svg
POLYGON ((-76.9874322748772 -12.0803722081116,-76.9886105173043 -12.0812531316861,-76.988624681912 -12.0814147299014,-76.98857001546 -12.0816236281669,-76.9884762170657 -12.0818030195481,-76.9883048773795 -12.0820212627153,-76.9880477259863 -12.082329479722,-76.9878122860772 -12.0826503070928,-76.9877479980018 -12.0827273612871,-76.9863739037582 -12.0816733684978,-76.9874322748772 -12.0803722081116));20;510;UNMSM;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;SL04;-76.9875721402825;-12.0815446833615;510_SL04.svg;https://chanfainita.com/mapas/510_SL01.svg
POLYGON ((-76.987331763108 -11.9531194479994,-76.9877122326245 -11.95328909458,-76.9886014405116 -11.9543264082321,-76.9874049400557 -11.9555955074447,-76.9873043012204 -11.9555738794755,-76.9874130326091 -11.9553720475946,-76.9874074854279 -11.9552182966586,-76.9871481698932 -11.9550547755205,-76.9867904791361 -11.9548977332151,-76.9867154902784 -11.9548376259052,-76.9867383866537 -11.9547737907832,-76.9867586305337 -11.9545309398882,-76.9866997776373 -11.9544611439947,-76.987331763108 -11.9531194479994));21;510;UNMSM;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;SL05;-76.9875648628005;-11.9543116229367;510_SL05.svg;https://chanfainita.com/mapas/510_SL05.svg
POLYGON ((-77.032418694687 -12.0538077884958,-77.0329233828718 -12.0545189722393,-77.0319940366519 -12.0551129628087,-77.0316629177748 -12.0546302899721,-77.0318370142724 -12.0544981744217,-77.031699350629 -12.0543013136082,-77.032418694687 -12.0538077884958));22;510;UNMSM;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;SL06;-77.0322505459359;-12.054464471391;510_SL06.svg;https://chanfainita.com/mapas/510_SL06.svg
POLYGON ((-77.0379218949372 -12.0770868052553,-77.0368312061645 -12.0769352272395,-77.0366953396424 -12.077836183539,-77.0377828862091 -12.078000549956,-77.0379218949372 -12.0770868052553));23;510;UNMSM;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;SL07;-77.0373091404368;-12.0774647976523;510_SL07.svg;https://chanfainita.com/mapas/510_SL07.svg
POLYGON ((-77.0408616784193 -12.0474242558114,-77.0401706151821 -12.0464152480528,-77.0400993856678 -12.0464383598711,-77.0399627073804 -12.0467739898766,-77.0396871347261 -12.0464615940365,-77.0396110799499 -12.0465211369891,-77.0399190208585 -12.0468812672455,-77.0398615329735 -12.0470224353669,-77.0397254433026 -12.0468911624386,-77.0396210615759 -12.0469715083967,-77.0396659617801 -12.047042691793,-77.0396936871616 -12.0470839050192,-77.0401942481191 -12.04785585214,-77.0408616784193 -12.0474242558114));24;524;UNFV;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;SL01;-77.0402204597943;-12.0471573710819;524_SL01.svg;https://chanfainita.com/mapas/524_SL01.svg
POLYGON ((-77.0415904621514 -12.0472658057134,-77.0417556836259 -12.0475319173089,-77.0417179837 -12.0476049852316,-77.0414793487215 -12.0475791222161,-77.0413575456617 -12.0476590811525,-77.0412427800288 -12.0474892372536,-77.0415904621514 -12.0472658057134));25;524;UNFV;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;SL03;-77.0415101373255;-12.0474794196507;524_SL03.svg;https://chanfainita.com/mapas/524_SL03.svg
POLYGON ((-77.0475663580609 -12.0455265735677,-77.0474580388565 -12.0467121146248,-77.0480501326254 -12.0467730269564,-77.0481017028553 -12.0461752554274,-77.0480690073214 -12.0461723580452,-77.0481127956473 -12.045578251881,-77.0475663580609 -12.0455265735677));26;524;UNFV;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;SL07;-77.0477973339267;-12.0461584494562;524_SL07.svg;https://chanfainita.com/mapas/524_SL07.svg
POLYGON ((-77.0585476125502 -12.0854649294528,-77.0582967404597 -12.0856776300907,-77.058389224662 -12.0857647963127,-77.0583851411476 -12.0858978582636,-77.0589950452486 -12.0866086995992,-77.0593069722634 -12.0863754656637,-77.0585476125502 -12.0854649294528));27;524;UNFV;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;SL04;-77.0587845790568;-12.0860493552419;524_SL04.svg;https://chanfainita.com/mapas/524_SL04.svg
